Fonte de Recursos,Despesa,Liquidado,
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33903999 - OUTROS SERVICOS DE TERCEIROS,"             261.572,59",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"          19.208.153,46",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33904112 - CONTRIBUICOES A EMPRESAS ESTATAIS,"           1.459.521,75",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,33904113 - CONTRIBUICOES A AUTARQUIAS E FUNDACOES,"             241.558,67",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,"44903501 - SERV. DE CONSULTORIA, ASSESSORIA E AUDITORIA","           5.279.636,88",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44903515 - SERVICOS DE CONSULT.ASSESS.PARA INVESTIMENTO,"             738.063,86",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905110 - ESTUDOS E PROJETOS,"          12.915.758,92",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905111 - GERENCIAMENTO DE OBRAS,"          15.134.816,24",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905112 - INSTALACOES,"           1.233.357,51",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905130 - EXECUCAO DE OBRAS E INSTALACOES,"         699.321.678,83",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905210 - VEICULOS DIVERSOS,"           2.129.601,45",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905211 - TRENS,"          68.453.623,16",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905220 - EQUIPAMENTOS DE TECNOLOGIA DA INFORMAC„O,"              66.707,31",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905231 - MAQUINAS E MOTORES,"              96.018,52",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905232 - MOBILIARIO EM GERAL,"             154.266,00",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44905234 - OUTROS EQUIPAMENTOS E MATERIAL PERMANENTE,"             386.474,43",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44909201 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"              30.746,97",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44909205 - OBRAS E INSTALACOES,"             105.397,39",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,44909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"          14.728.776,26",
047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,45916510 - SUBSCRICAO DE ACOES-INVESTIMENTOS,"          47.621.156,92",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900111 - INATIVOS-RPPS,"      11.601.443.971,28",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900112 - INATIVOS DA POLICIA MILITAR,"       5.446.238.213,37",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900113 - INATIVOS-OUTROS PODERES-RPPS,"       3.515.087.739,94",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900114 - INATIVOS 13 SALARIO-RPPS,"       1.472.467.533,93",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900115 - INATIVOS 13 SALARIO-OUTROS PODERES - RPPS,"         181.382.923,55",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900116 - INATIVOS 13 SALARIO-PESSOAL MILITAR,"         518.309.026,47",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900311 - PENSIONISTAS-PODER EXECUTIVO-RPPS,"       3.034.471.560,35",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900313 - PENSAO MENSAL MILITAR,"       2.063.292.694,90",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900314 - PENSIONISTAS-OUTROS PODERES-RPPS,"         437.531.739,86",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900315 - PENSIONISTAS 13 SALARIO-PODER EXECUTIVO-RPPS,"         313.969.784,06",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900316 - PENSIONISTAS 13 SALARIO-OUTROS PODERES-RPPS,"          71.672.592,32",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900318 - PENSAO MENSAL MILITAR-13 SALARIO,"         193.184.546,58",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900701 - CONTRIBUICAO PATRONAL,"           5.677.480,07",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31900801 - SALARIO FAMILIA - CIVIL,"                 216,54",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901111 - PESSOAL CIVIL PAGO PELO DDPE,"         117.297.617,52",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901112 - PESSOAL CIVIL PAGO PELA UNIDADE,"         813.444.301,52",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901128 - PESSOAL CIVIL PAGO PELO DDPE-13 SALARIO,"           9.553.628,33",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901129 - PESSOAL CIVIL PAGO PELA UNIDADE-13 SALARIO,"          60.447.215,11",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901130 - PESSOAL CIVIL PAGO PELO DDPE - 1/3 FERIAS,"           2.434.584,82",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901131 - PESSOAL CIVIL PAGO PELA UNIDADE-1/3 FERIAS,"          16.582.714,01",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901136 - ABONO DE PERMANENCIA,"           4.515.566,60",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901137 - LICENCA PREMIO - PESSOAL CIVIL,"           1.345.789,03",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901312 - OUTRAS CONTRIBUICOES DE PREV.SOCIAL,"          73.567.172,08",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"         100.399.557,03",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901320 - OUTRAS CONTRIB.PREV.SOCIAL-13 SALARIO,"          10.228.648,88",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901321 - FGTS-13 SALARIO,"           2.728.486,07",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL,"          12.387.655,11",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"         114.686.186,52",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901613 - HORA EXTRA,"          22.547.252,13",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31901616 - DESPESAS EVENTUAIS DE PESSOAL CIVIL,"             483.715,87",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909226 - VENC. E VANTAGENS FIXAS DE EXERC. ANTERIORES,"           4.075.426,37",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909227 - INATIVOS DE EXERCÌCIOS ANTERIORES,"          13.131.561,96",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.,"             243.797,32",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31909601 - RESSARC. DESP. PESS.REQUISITADO DE EMPRESAS,"           8.425.155,96",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,31911301 - CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE,"          28.116.165,40",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902110 - JUROS SOBRE A DIVIDA POR CONTRATO,"          24.767.669,13",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902121 - JUROS S/A DIVIDA EXTERNA POR CONTRATO,"          29.759.475,22",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902210 - OUTROS ENCARGOS S/A DIVIDA POR CONTRATO,"             170.335,66",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,32902221 - ENCARGOS S/A DIVIDA EXTERNA POR CONTRATO,"           1.100.660,84",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33504390 - OUTRAS SUBVENCOES SOCIAIS,"          22.757.464,95",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA,"           6.303.894,79",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33900845 - AUXILIO FUNERAL - PODER EXECUTIVO - INATIVOS,"               3.826,09",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33901401 - DIARIAS PESSOAL CIVIL,"             153.067,45",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33901403 - DIARIA ESPEC.JORNADA EXTR. TRAB.PENITENCIARI,"             923.990,48",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33901416 - DIARIAS NO EXTERIOR,"               2.513,46",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903010 - GENEROS ALIMENTICIOS,"           4.639.767,27",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903012 - MATERIAL DE CAMA, MESA E BANHO","             595.455,21",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","             326.983,20",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903014 - MATERIAL DE LIMPEZA,"             118.052,44",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903015 - ARTIGOS DE HIGIENE PESSOAL,"           1.115.215,94",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"             161.911,35",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903019 - LUBRIFICANTE AUTOMOTIVO,"                 717,80",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903022 - DIESEL AUTOMOTIVO,"               6.038,44",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"             351.325,32",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903025 - GASOLINA AUTOMOTIVA-REEMBOLSO,"               4.469,58",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903026 - CESTAS BASICAS,"              20.350,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903027 - ETANOL AUTOMOTIVO-REEMBOLSO,"              38.412,17",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903028 - DIESEL AUTOMOTIVO-REEMBOLSO,"              99.757,40",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903029 - OUTROS COMBUSTIVEIS E LUBRIFICANTES-REEMBOLS,"               2.726,17",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903030 - MEDICAMENTOS E INSUMOS FARMACEUTICOS,"          22.182.653,23",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903031 - MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO","          19.348.033,61",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903032 - MATERIAL DE USO LABORATORIAL,"           9.232.730,94",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903034 - MATERIAL DE USO VETERINARIO,"              15.571,11",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903036 - OUT.MAT.CONS.DECORRENTE DE DECISAO JUDICIAL,"               4.811,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903039 - MATERIAL ESPORTIVO E DE LAZER,"               5.877,20",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903040 - MATERIAL EDUCATIVO E CULTURAL,"          81.431.757,46",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903041 - MATERIAL DE ESCRITORIO PAPELARIA E IMPRESSOS,"             250.124,54",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903042 - MATERIAL PARA FOTOGRAFIA E FILMAGEM,"               2.400,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903050 - PECAS DE REPOSICAO E ACESSORIOS,"             905.569,99",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903051 - FERRAM.AVULSAS NAO ACION.P/FORCA MOTRIZ,"               2.030,49",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903052 - MATERIAL P/ CONSERVACAO E MANUT. DE IMOVEIS,"              71.436,48",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903054 - MATERIAL INSTALACAO ELETRICA E ELETRONICA,"              55.804,91",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903055 - MATERIAL PARA TELECOMUNICACOES,"               1.149,75",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903060 - MATERIAIS E SUPRIMENTOS DE INFORMATICA,"             106.447,47",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903061 - PECAS E ACESSOR.E COMPONENTES DE INFORMATICA,"             114.540,90",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903063 - FARDAMENTO,VESTUARIO,UNIFOR,TECIDO, AVIAMENT","             259.159,13",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903064 - PECAS P/VIATURAS PELO REGIME DE ADIANTAMENTO,"              46.490,94",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903066 - MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,"               6.423,56",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903090 - OUTROS MATERIAIS DE CONSUMO,"             949.141,31",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903295 - MATERIAL OU BEM PARA DISTRIBUICAO GRATUITA,"           2.540.375,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903340 - REGIME DE QUILOMETRAGEM,"               5.186,15",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903342 - PASSAGENS AEREAS        EXERCICIO ANTERIOR.,"               6.984,85",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903343 - LOCACAO DE VEICULOS,AERONAVES E OUTROS","           1.811.375,08",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903344 - VALE-TRANSPORTE,"             478.345,72",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903345 - OUTRAS DESP.C/TRANSPORTES E LOCOMOCAO,"              10.418,85",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903346 - LOCOMOCAO DE SERVIDORES,"               5.544,18",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903501 - OUTROS SERV.CONSULTORIA,ASSESS.E AUDITORIA","           1.266.243,58",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903507 - AUDITORIA EXTERNA,"               8.760,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903611 - OUTRAS REMUNERACOES DE SERVICOS PESSOAIS,"                 460,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903612 - ENCARGOS SOCIAIS E OBRIGACOES FISCAIS,"                  92,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903613 - ESTAGIARIOS DIRETAMENTE CONTRATADOS,"              13.248,23",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903633 - SERVIÁOS TÈCNICOS DE PROFISSIONAIS DE TI,"                 983,75",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903795 - SERVICOS DE VIGILANCIA,"           6.238.230,71",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903796 - SERVICOS DE LIMPEZA,"          28.147.549,32",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903799 - OUTROS SERVICOS,"           1.737.488,60",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903903 - CONDOMINIOS,"              26.450,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903906 - VALE-REFEICAO/ALIMENT. A SERV/EMPREGADOS,"          43.621.374,06",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903914 - EXAMES LABORATORIAIS,"             129.257,26",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903915 - LOC.DE MAQ. REPROGRAFICAS S/MAO DE OBRA,"             975.317,66",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903916 - GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO),"             613.217,38",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903918 - PROPAGANDA/PUBLICIDADE,"               1.948,40",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903919 - LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,"           2.770.693,82",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903920 - INSTAL.MANUT.DE EQUIP.DE INFORM TRANSF88,"               1.737,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903922 - LOC.MAQ.REPROGAFICAS C/MAO DE OBRA,"              67.624,08",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903925 - SERVICOS DE CORREIOS,"             346.969,23",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903926 - PUBLICIDADE LEGAL,"               5.554,80",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903927 - GERENCIAMENTO DE ABASTECIMENTO DE COMBUSTIVE,"                 100,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903936 - DEDETIZACAO,DESINSETIZACAO E DESRATIZACAO","             119.235,23",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903940 - FRETES E TRANSPORTES,"              50.227,50",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903941 - SERVICO DE LAVANDERIA,"           4.212.187,22",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903942 - SEGURO DE VIDA,"             104.689,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903943 - ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM","              11.940,62",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903944 - SEGURO DE VEICULO,"               8.842,42",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903945 - OUTROS SEGUROS,"                   0,30",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903946 - SERVICOS MEDICOS,HOSPITALARES E ODONTOLOGICO","          19.874.507,49",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903949 - ESTAGIARIOS CONTRATADOS POR INSTITUICOES,"             997.230,96",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903951 - CARGA DESCARGA EMPAC.PESAGEM DIST.LOG.ARMAZE,"             884.905,14",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903952 - PROJ.PESQ.LEVANTAM.PROSP.E ANALISE DE DADOS,"              28.400,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903954 - CONGRESSOS,SEMINARIOS,SIMPOSIOS E CONGENERES","               4.047,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903961 - CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,"               2.703,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903963 - INSTAL.REPAR.MANUT.DIVI,PORTAS,CORT,PERS.AFI","              15.873,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,"33903965 - SERVICOS DE COPA, COPEIRAGEM","              32.075,04",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903966 - COLETA DE LIXO HOSPITALAR_E DE LABORATORIO,"             155.618,28",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903967 - SERVICOS DECORRENTES DE DECISAO JUDICIAL,"                 139,80",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903970 - FORNEC.ALIMENT.PREPARADA-HOSPITALAR,"             113.712,71",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903972 - FORNEC.ALIMENTACAO PREPARADA-CUSTODIADOS,"           7.790.877,16",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903973 - FORNEC.ALIMENTACAO PREPARADA-DEMAIS SERV.PUB,"             918.873,65",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903979 - CONSERVACAO E MANUTENCAO DE IMOVEIS,"           2.980.900,07",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903980 - CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,"           9.254.722,16",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903981 - REFORMAS DE IMOVEIS_INCL.INSTAL.HIDRA.E ELET,"          18.975.013,74",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903983 - SERVICOS GRAFICOS,"             115.916,61",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903985 - SERVICO DE MANUTENCAO DE VIATURAS POLICIAIS,"              11.445,47",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903992 - DESPESAS MIUDAS E DE PRONTO PAGAMENTO,"             134.173,26",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903995 - MANUTENCAO DE VIATURAS PELO REG.ADIANTAMENTO,"              26.762,47",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33903999 - OUTROS SERVICOS DE TERCEIROS,"          19.676.456,51",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904007 - MANUTENÁ„O DE SOFTWARE,"           1.337.317,88",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904008 - LOCAÁ„O DE SOFTWARE,"             204.877,03",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904009 - DESENVOLVIMENTO DE SOFTWARE,"           8.420.569,29",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904010 - ATUALIZ.OU AQUIS.LICENÁA E CESS„O DE SOFTWAR,"           1.456.696,79",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904011 - SUPORTE DE INFRAESTRUTURA,"              91.500,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904013 - HOSPEDAGEM DE SISTEMAS,"           2.031.200,40",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904014 - LOCAÁ„O DE EQUIPAMENTOS DE TI,"             486.316,74",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904015 - MANUTENÁ„O DE EQUIPAMENTOS DE TI,"             101.504,00",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904016 - COMUNICAÁ„O DE DADOS,"             209.393,25",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904090 - SERVIÁOS DE TECNOLOGIA DA INFORMAÁ„O,"           7.989.337,63",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904710 - CONTRIBUICOES P/FORMACAO DO PASEP/PIS,"           1.023.463,43",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904716 - PARCELAMENTO PASEP,"             613.867,57",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904722 - OUTRAS TAXAS,"               9.528,79",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33904901 - AUXILIO - TRANSPORTE,"           1.418.974,50",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33905011 - ENERGIA ELETRICA,"             738.240,33",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33905012 - TELEFONIA FIXA,"              48.420,43",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33905013 - AGUA E ESGOTOS,"           1.934.404,02",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33905017 - TELEFONIA MOVEL CELULAR,"              19.633,61",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33909220 - OUTRAS DESPESAS DE EXERCICIOS ANTERIORES,"             103.640,63",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33909221 - DIARIAS,"               2.941,59",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,33909301 - INDENIZACOES E RESTITUICOES DIVERSAS,"                  31,06",
081 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR-INTRA,44903999 - OUTROS SERVICOS DE TERCEIROS,"             928.263,37",
